"id","title","amount","department","transaction","views","city","province","date","week_day"
78508,"I Paid Rs. 1500 to Commercial Tax, Sales Tax, VAT in Abohar.",1500,"Commercial Tax, Sales Tax, VAT","C Form",77,"Abohar","Assam","2015-10-12","Monday"
78507,"I Paid Rs. 15000 to Police in Adoni.",15000,"Police","Filing FIR",46,"Adoni","Assam","2015-10-12","Monday"
78506,"I Paid Rs. 2500 to Municipal Services in Ahmedabad.",2500,"Municipal Services","Birth Certificate",52,"Ahmedabad","Assam","2015-10-12","Monday"
78503,"I Paid Rs. 2500 to Passport in Hyderabad.",2500,"Passport","Passport Delivery",63,"Hyderabad","Assam","2015-10-12","Monday"
78501,"I Paid Rs. 800 to Municipal Services in Bangalore.",800,"Municipal Services","Birth Certificate",23,"Bangalore","Karnataka","2015-10-12","Monday"
78500,"I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax","Customs Check and Clearance",36,"Bangalore","Karnataka","2015-10-12","Monday"
78498,"I Paid Rs. 800 to Passport in Bangalore.",800,"Passport","Police Verification for Passport",47,"Bangalore","Karnataka","2015-10-12","Monday"
78497,"I Paid Rs. 10000 to Municipal Services in Vadodara.",10000,"Municipal Services","Birth Certificate",44,"Vadodara","Karnataka","2015-10-12","Monday"
78496,"I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax","Customs Check and Clearance",44,"Bangalore","Karnataka","2015-10-12","Monday"
78493,"I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax","Customs Check and Clearance",40,"Bangalore","Karnataka","2015-10-12","Monday"
78492,"I Paid Rs. 1200 to Police in Bangalore.",1200,"Police","Filing FIR",45,"Bangalore","Karnataka","2015-10-12","Monday"
78491,"I Paid Rs. 800 to Income Tax in Bangalore.",800,"Income Tax","New PAN Card",34,"Bangalore","Karnataka","2015-10-12","Monday"
78490,"I Paid Rs. 500 to Transport in Bangalore.",500,"Transport","Duplicate Registration Certificate",49,"Bangalore","Karnataka","2015-10-12","Monday"
78489,"I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax","Customs Check and Clearance",36,"Bangalore","Karnataka","2015-10-12","Monday"
78487,"I Paid Rs. 800 to Transport in Bangalore.",800,"Transport","Duplicate Registration Certificate",54,"Bangalore","Karnataka","2015-10-12","Monday"
78486,"I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",21,"Bangalore","Karnataka","2015-10-12","Monday"
78485,"I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax","Customs Check and Clearance",25,"Bangalore","Karnataka","2015-10-12","Monday"
78484,"I Paid Rs. 800 to Police in Bangalore.",800,"Police","Police Verification for Passport",33,"Bangalore","Karnataka","2015-10-12","Monday"
78483,"I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT","C Form",20,"Bangalore","Karnataka","2015-10-12","Monday"
78482,"I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax","Customs Check and Clearance",24,"Bangalore","Karnataka","2015-10-12","Monday"
78480,"I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",17,"Bangalore","Karnataka","2015-10-12","Monday"
78478,"I Paid Rs. 900 to Stamps and Registration in Bangalore.",900,"Stamps and Registration","Registration of Flat or Apartment",35,"Bangalore","Karnataka","2015-10-12","Monday"
78477,"I Paid Rs. 500 to Transport in Bangalore.",500,"Transport","Duplicate Registration Certificate",34,"Bangalore","Karnataka","2015-10-12","Monday"
78476,"I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT","C Form",17,"Bangalore","Karnataka","2015-10-12","Monday"
78475,"I Paid Rs. 800 to Customs, Excise and Service Tax in Bangalore.",800,"Customs, Excise and Service Tax","Customs Check and Clearance",14,"Bangalore","Karnataka","2015-10-12","Monday"
78474,"I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax","Customs Check and Clearance",15,"Bangalore","Karnataka","2015-10-12","Monday"
78473,"I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT","C Form",21,"Bangalore","Karnataka","2015-10-12","Monday"
78472,"I Paid Rs. 800 to Police in Bangalore.",800,"Police","Police Harassment",32,"Bangalore","Karnataka","2015-10-12","Monday"
78471,"I Paid Rs. 500 to Police in Bangalore.",500,"Police","Filing FIR",19,"Bangalore","Karnataka","2015-10-12","Monday"
78470,"I Paid Rs. 800 to Police in Bangalore.",800,"Police","Police Harassment",14,"Bangalore","Karnataka","2015-10-12","Monday"
78469,"I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT","C Form",14,"Bangalore","Karnataka","2015-10-12","Monday"
78468,"I Paid Rs. 500 to Transport in Bangalore.",500,"Transport","New Domestic Driving License",27,"Bangalore","Karnataka","2015-10-12","Monday"
78467,"I Paid Rs. 800 to Passport in Bangalore.",800,"Passport","New Passport Application",47,"Bangalore","Karnataka","2015-10-12","Monday"
78466,"I Paid Rs. 436 to Transport in Puri.",436,"Transport","Registration of Vehicle",31,"Puri","Karnataka","2015-10-12","Monday"
78465,"I Paid Rs. 384 to Police in Pedana.",384,"Police","Traffic Violations",21,"Pedana","Andhra Pradesh","2015-10-12","Monday"
78463,"I Paid Rs. 294 to Police in Murliganj.",294,"Police","Filing FIR",20,"Murliganj","Andhra Pradesh","2015-10-12","Monday"
78462,"I Paid Rs. 500 to Municipal Services in Bangalore.",500,"Municipal Services","Birth Certificate",19,"Bangalore","Andhra Pradesh","2015-10-12","Monday"
78461,"I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration","Marriage Certificate",27,"Bangalore","Andhra Pradesh","2015-10-12","Monday"
78460,"I Paid Rs. 800 to Police in Bangalore.",800,"Police","Police Harassment",22,"Bangalore","Andhra Pradesh","2015-10-12","Monday"
78459,"I Paid Rs. 432 to Police in Madhepura.",432,"Police","Filing FIR",19,"Madhepura","Andhra Pradesh","2015-10-12","Monday"
78458,"I Paid Rs. 500 to Municipal Services in Bangalore.",500,"Municipal Services","Birth Certificate",16,"Bangalore","Andhra Pradesh","2015-10-12","Monday"
78457,"I Paid Rs. 800 to Passport in Bangalore.",800,"Passport","New Passport Application",25,"Bangalore","Andhra Pradesh","2015-10-12","Monday"
78456,"I Paid Rs. 800 to Police in Bangalore.",800,"Police","Police Harassment",17,"Bangalore","Andhra Pradesh","2015-10-12","Monday"
78455,"I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT","C Form",16,"Bangalore","Andhra Pradesh","2015-10-12","Monday"
78454,"I Paid Rs. 1200 to Police in Bangalore.",1200,"Police","Traffic Violations",12,"Bangalore","Karnataka","2015-10-12","Monday"
78452,"I Paid Rs. 936 to Stamps and Registration in Raurkela.",936,"Stamps and Registration","Registration of Property",25,"Raurkela","Karnataka","2015-10-12","Monday"
78453,"I Paid Rs. 20000 to Transport in Bangalore.",20000,"Transport","Registration of Vehicle",19,"Bangalore","Karnataka","2015-10-12","Monday"
78451,"I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax","Customs Check and Clearance",20,"Bangalore","Karnataka","2015-10-12","Monday"
78450,"I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT","C Form",15,"Bangalore","Karnataka","2015-10-12","Monday"
78449,"I Paid Rs. 800 to Police in Bangalore.",800,"Police","Filing FIR",11,"Bangalore","Karnataka","2015-10-12","Monday"
78448,"I Paid Rs. 1500 to Transport in Bangalore.",1500,"Transport","Registration of Vehicle",19,"Bangalore","Karnataka","2015-10-12","Monday"
78447,"I Paid Rs. 1400 to Stamps and Registration in Bangalore.",1400,"Stamps and Registration","Registration of Property",17,"Bangalore","Karnataka","2015-10-12","Monday"
78445,"I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax","Customs Check and Clearance",16,"Bangalore","Karnataka","2015-10-12","Monday"
78446,"I Paid Rs. 800 to Transport in Bangalore.",800,"Transport","Duplicate Registration Certificate",12,"Bangalore","Karnataka","2015-10-12","Monday"
78444,"I Paid Rs. 219 to Food, Civil Supplies and Consumer Affairs in Pithapuram.",219,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",23,"Pithapuram","Andhra Pradesh","2015-10-12","Monday"
78443,"I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Bangalore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",8,"Bangalore","Andhra Pradesh","2015-10-12","Monday"
78442,"I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax","Customs Check and Clearance",15,"Bangalore","Andhra Pradesh","2015-10-12","Monday"
78441,"I Paid Rs. 432 to Police in Muzaffarpur.",432,"Police","Filing FIR",16,"Muzaffarpur","Andhra Pradesh","2015-10-12","Monday"
78440,"I Paid Rs. 500 to Municipal Services in Bangalore.",500,"Municipal Services","Birth Certificate",16,"Bangalore","Andhra Pradesh","2015-10-12","Monday"
78439,"I Paid Rs. 2000 to Passport in Bangalore.",2000,"Passport","Passport Delivery",18,"Bangalore","Andhra Pradesh","2015-10-12","Monday"
78438,"I Paid Rs. 800 to Police in Bangalore.",800,"Police","Police Harassment",13,"Bangalore","Andhra Pradesh","2015-10-12","Monday"
78437,"I Paid Rs. 1500 to Police in Bangalore.",1500,"Police","Police Harassment",12,"Bangalore","Andhra Pradesh","2015-10-12","Monday"
78436,"I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT","C Form",15,"Bangalore","Andhra Pradesh","2015-10-12","Monday"
78435,"I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Hyderabad.",1500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",48,"Hyderabad","Andhra Pradesh","2015-10-12","Monday"
78433,"I Paid Rs. 800 to Stamps and Registration in Bangalore.",800,"Stamps and Registration","Registration of Flat or Apartment",14,"Bangalore","Karnataka","2015-10-12","Monday"
78432,"I Paid Rs. 15000 to Transport in Bangalore.",15000,"Transport","Registration of Vehicle",19,"Bangalore","Karnataka","2015-10-12","Monday"
78431,"I Paid Rs. 700 to Passport in Bangalore.",700,"Passport","Police Verification for Passport",23,"Bangalore","Karnataka","2015-10-12","Monday"
78429,"I Paid Rs. 2000 to Police in Bangalore.",2000,"Police","Police Harassment",15,"Bangalore","Karnataka","2015-10-12","Monday"
78428,"I Paid Rs. 900 to Police in Bangalore.",900,"Police","Police Harassment",10,"Bangalore","Karnataka","2015-10-12","Monday"
78427,"I Paid Rs. 1000 to Passport in Bangalore.",1000,"Passport","Passport Delivery",19,"Bangalore","Karnataka","2015-10-12","Monday"
78426,"I Paid Rs. 800 to Passport in Bangalore.",800,"Passport","Passport Delivery",15,"Bangalore","Karnataka","2015-10-12","Monday"
78425,"I Paid Rs. 1600 to Police in Bangalore.",1600,"Police","Police Verification for Passport",14,"Bangalore","Karnataka","2015-10-12","Monday"
78423,"I Paid Rs. 800 to Police in Bangalore.",800,"Police","Police Verification for Passport",11,"Bangalore","Karnataka","2015-10-12","Monday"
78422,"I Paid Rs. 2000 to Police in Bangalore.",2000,"Police","Traffic Violations",10,"Bangalore","Karnataka","2015-10-12","Monday"
78420,"I Paid Rs. 700 to Stamps and Registration in Bangalore.",700,"Stamps and Registration","Registration of Flat or Apartment",15,"Bangalore","Karnataka","2015-10-12","Monday"
78419,"I Paid Rs. 3500 to Police in Bangalore.",3500,"Police","Police Verification for Passport",8,"Bangalore","Karnataka","2015-10-12","Monday"
78418,"I Paid Rs. 600 to Stamps and Registration in Bangalore.",600,"Stamps and Registration","Registration of Property",16,"Bangalore","Karnataka","2015-10-12","Monday"
78417,"I Paid Rs. 692 to Stamps and Registration in Solapur.",692,"Stamps and Registration","Registration of Property",20,"Solapur","Karnataka","2015-10-12","Monday"
78416,"I Paid Rs. 800 to Police in Bangalore.",800,"Police","Police Verification for Passport",8,"Bangalore","Karnataka","2015-10-12","Monday"
78415,"I Paid Rs. 1500 to Railways in Bangalore.",1500,"Railways","Transport of Goods",174,"Bangalore","Karnataka","2015-10-12","Monday"
78414,"I Paid Rs. 862 to Stamps and Registration in Monoharpur.",862,"Stamps and Registration","Registration of Property",19,"Monoharpur","Karnataka","2015-10-12","Monday"
78413,"I Paid Rs. 1400 to Police in Bangalore.",1400,"Police","Traffic Violations",8,"Bangalore","Karnataka","2015-10-12","Monday"
78412,"I Paid Rs. 800 to Passport in Bangalore.",800,"Passport","Police Verification for Passport",12,"Bangalore","Karnataka","2015-10-12","Monday"
78411,"I Paid Rs. 500 to Transport in Bangalore.",500,"Transport","Duplicate Registration Certificate",28,"Bangalore","Karnataka","2015-10-12","Monday"
78410,"I Paid Rs. 800 to Police in Bangalore.",800,"Police","Police Verification for Passport",10,"Bangalore","Karnataka","2015-10-12","Monday"
78409,"I Paid Rs. 10000 to Customs, Excise and Service Tax in Bangalore.",10000,"Customs, Excise and Service Tax","Customs Check and Clearance",17,"Bangalore","Karnataka","2015-10-12","Monday"
78408,"I Paid Rs. 963 to Police in Raghunathpur.",963,"Police","Traffic Violations",10,"Raghunathpur","Karnataka","2015-10-12","Monday"
78407,"I Paid Rs. 1200 to Police in Bangalore.",1200,"Police","Police Harassment",7,"Bangalore","Karnataka","2015-10-12","Monday"
78406,"I Paid Rs. 345 to Stamps and Registration in Punjaipugalur.",345,"Stamps and Registration","Registration of Property",10,"Punjaipugalur","Karnataka","2015-10-12","Monday"
78405,"I Paid Rs. 15000 to Stamps and Registration in Bangalore.",15000,"Stamps and Registration","Registration of Flat or Apartment",11,"Bangalore","Karnataka","2015-10-12","Monday"
78404,"I Paid Rs. 987 to Food, Civil Supplies and Consumer Affairs in Leh (Ladakh).",987,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",8,"Leh","Karnataka","2015-10-12","Monday"
78403,"I Paid Rs. 800 to Municipal Services in Bangalore.",800,"Municipal Services","Birth Certificate",16,"Bangalore","Karnataka","2015-10-12","Monday"
78402,"I Paid Rs. 1000 to Transport in Bangalore.",1000,"Transport","Registration of Vehicle",21,"Bangalore","Karnataka","2015-10-12","Monday"
78401,"I Paid Rs. 500 to Police in Bangalore.",500,"Police","Filing FIR",15,"Bangalore","Karnataka","2015-10-12","Monday"
78400,"I Paid Rs. 800 to Transport in Bangalore.",800,"Transport","Duplicate Registration Certificate",25,"Bangalore","Karnataka","2015-10-12","Monday"
78399,"I Paid Rs. 1500 to Transport in Bangalore.",1500,"Transport","Registration of Vehicle",18,"Bangalore","Karnataka","2015-10-12","Monday"
78398,"I Paid Rs. 1500 to Police in Bangalore.",1500,"Police","Police Verification for Passport",13,"Bangalore","Karnataka","2015-10-12","Monday"
78397,"I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",10,"Bangalore","Karnataka","2015-10-12","Monday"
78396,"I Paid Rs. 800 to Police in Bangalore.",800,"Police","Filing FIR",12,"Bangalore","Karnataka","2015-10-12","Monday"
78395,"I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Bangalore.",1000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",11,"Bangalore","Karnataka","2015-10-12","Monday"
78394,"I Paid Rs. 1500 to Police in Bangalore.",1500,"Police","Police Verification for Passport",10,"Bangalore","Karnataka","2015-10-12","Monday"
78393,"I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Bangalore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",11,"Bangalore","Karnataka","2015-10-12","Monday"
78392,"I Paid Rs. 500 to Police in Bangalore.",500,"Police","Police Verification for Passport",6,"Bangalore","Karnataka","2015-10-12","Monday"
78391,"I Paid Rs. 1500 to Transport in Bangalore.",1500,"Transport","Duplicate Registration Certificate",15,"Bangalore","Karnataka","2015-10-12","Monday"
78390,"I Paid Rs. 100 to Others in Gurgaon.",100,"Others","Others",71,"Gurgaon","Haryana","2015-10-12","Monday"
78389,"I Paid Rs. 800 to Commercial Tax, Sales Tax, VAT in Bangalore.",800,"Commercial Tax, Sales Tax, VAT","C Form",16,"Bangalore","Haryana","2015-10-12","Monday"
78388,"I Paid Rs. 2000 to Stamps and Registration in Hyderabad.",2000,"Stamps and Registration","Registration of Flat or Apartment",40,"Hyderabad","Haryana","2015-10-12","Monday"
78387,"I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration","Registration of Property",9,"Bangalore","Haryana","2015-10-12","Monday"
78386,"I Paid Rs. 234 to Stamps and Registration in Nuzvid.",234,"Stamps and Registration","Marriage Certificate",24,"Nuzvid","Haryana","2015-10-12","Monday"
78385,"I Paid Rs. 700 to Transport in Bangalore.",700,"Transport","Duplicate Registration Certificate",12,"Bangalore","Haryana","2015-10-12","Monday"
78384,"I Paid Rs. 1000 to Stamps and Registration in Bangalore.",1000,"Stamps and Registration","Registration of Property",9,"Bangalore","Haryana","2015-10-12","Monday"
78383,"I Paid Rs. 1300 to Stamps and Registration in Bangalore.",1300,"Stamps and Registration","Registration of Property",9,"Bangalore","Haryana","2015-10-12","Monday"
78382,"I Paid Rs. 5000 to Stamps and Registration in Bangalore.",5000,"Stamps and Registration","Registration of Flat or Apartment",8,"Bangalore","Haryana","2015-10-12","Monday"
78381,"I Paid Rs. 800 to Police in Bangalore.",800,"Police","Traffic Violations",12,"Bangalore","Haryana","2015-10-12","Monday"
78380,"I Paid Rs. 600 to Commercial Tax, Sales Tax, VAT in Bangalore.",600,"Commercial Tax, Sales Tax, VAT","C Form",20,"Bangalore","Karnataka","2015-10-12","Monday"
78379,"I Paid Rs. 500 to Police in Bangalore.",500,"Police","Police Verification for Passport",12,"Bangalore","Karnataka","2015-10-12","Monday"
78378,"I Paid Rs. 3000 to Transport in Bangalore.",3000,"Transport","Registration of Vehicle",14,"Bangalore","Karnataka","2015-10-12","Monday"
78377,"I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax","Customs Check and Clearance",14,"Bangalore","Karnataka","2015-10-12","Monday"
78376,"I Paid Rs. 5000 to Stamps and Registration in Bangalore.",5000,"Stamps and Registration","Registration of Property",11,"Bangalore","Karnataka","2015-10-12","Monday"
78375,"I Paid Rs. 500 to Income Tax in Bangalore.",500,"Income Tax","New PAN Card",26,"Bangalore","Karnataka","2015-10-12","Monday"
78374,"I Paid Rs. 6000 to Commercial Tax, Sales Tax, VAT in Pune.",6000,"Commercial Tax, Sales Tax, VAT","C Form",38,"Pune","Karnataka","2015-10-12","Monday"
78373,"I Paid Rs. 1200 to Police in Bangalore.",1200,"Police","Police Verification for Passport",12,"Bangalore","Karnataka","2015-10-12","Monday"
78372,"I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT","C Form",14,"Bangalore","Karnataka","2015-10-12","Monday"
78371,"I Paid Rs. 1000 to Transport in Bangalore.",1000,"Transport","Duplicate Registration Certificate",15,"Bangalore","Karnataka","2015-10-12","Monday"
78370,"I Paid Rs. 500 to Passport in Bangalore.",500,"Passport","Police Verification for Passport",12,"Bangalore","Karnataka","2015-10-12","Monday"
78369,"I Paid Rs. 1500 to Municipal Services in Bangalore.",1500,"Municipal Services","Birth Certificate",19,"Bangalore","Karnataka","2015-10-12","Monday"
78368,"I Paid Rs. 500 to Police in Bangalore.",500,"Police","Police Verification for Passport",9,"Bangalore","Karnataka","2015-10-12","Monday"
78366,"I Paid Rs. 250 to Railways in Bangalore.",250,"Railways","Transport of Goods",119,"Bangalore","Karnataka","2015-10-12","Monday"
78365,"I Paid Rs. 1000 to Transport in New Delhi.",1000,"Transport","New Domestic Driving License",44,"New","Karnataka","2015-10-12","Monday"
78364,"I Paid Rs. 2000 to Stamps and Registration in Bangalore.",2000,"Stamps and Registration","Marriage Certificate",12,"Bangalore","Karnataka","2015-10-12","Monday"
78362,"I Paid Rs. 350 to Police in Bangalore.",350,"Police","Traffic Violations",10,"Bangalore","Karnataka","2015-10-12","Monday"
78361,"I Paid Rs. 500 to Municipal Services in Bangalore.",500,"Municipal Services","Birth Certificate",20,"Bangalore","Karnataka","2015-10-12","Monday"
78360,"I Paid Rs. 1700 to Stamps and Registration in Bangalore.",1700,"Stamps and Registration","Registration of Property",12,"Bangalore","Karnataka","2015-10-12","Monday"
78359,"I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax","Customs Check and Clearance",16,"Bangalore","Karnataka","2015-10-12","Monday"
78358,"I Paid Rs. 2500 to Transport in Bangalore.",2500,"Transport","Registration of Vehicle",11,"Bangalore","Karnataka","2015-10-12","Monday"
78357,"I Paid Rs. 1000 to Transport in Bangalore.",1000,"Transport","New Domestic Driving License",11,"Bangalore","Karnataka","2015-10-12","Monday"
78356,"I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT","C Form",13,"Bangalore","Karnataka","2015-10-12","Monday"
78355,"I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration","Registration of Property",10,"Bangalore","Karnataka","2015-10-12","Monday"
78354,"I Paid Rs. 5000 to Stamps and Registration in Bangalore.",5000,"Stamps and Registration","Registration of Flat or Apartment",7,"Bangalore","Karnataka","2015-10-12","Monday"
78352,"I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax","Customs Check and Clearance",14,"Bangalore","Karnataka","2015-10-12","Monday"
78353,"I Paid Rs. 500 to Passport in Bangalore.",500,"Passport","Police Verification for Passport",13,"Bangalore","Karnataka","2015-10-12","Monday"
78351,"I Paid Rs. 1500 to Passport in Bangalore.",1500,"Passport","Police Verification for Passport",18,"Bangalore","Karnataka","2015-10-12","Monday"
78350,"I Paid Rs. 800 to Municipal Services in Bangalore.",800,"Municipal Services","Birth Certificate",17,"Bangalore","Karnataka","2015-10-12","Monday"
78349,"I Paid Rs. 600 to Police in Bangalore.",600,"Police","Filing FIR",15,"Bangalore","Karnataka","2015-10-12","Monday"
78348,"I Paid Rs. 10000 to Stamps and Registration in Bangalore.",10000,"Stamps and Registration","Registration of Property",8,"Bangalore","Karnataka","2015-10-12","Monday"
78347,"I Paid Rs. 200 to Police in Bangalore.",200,"Police","Police Harassment",15,"Bangalore","Karnataka","2015-10-12","Monday"
78346,"I Paid Rs. 500 to Railways in Bangalore.",500,"Railways","Transport of Goods",117,"Bangalore","Karnataka","2015-10-12","Monday"
78345,"I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.",400,"Customs, Excise and Service Tax","Customs Check and Clearance",0,"Bangalore","Karnataka","2015-10-12","Monday"
78344,"I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.",400,"Customs, Excise and Service Tax","Customs Check and Clearance",16,"Bangalore","Karnataka","2015-10-12","Monday"
78343,"I Paid Rs. 500 to Transport in Bangalore.",500,"Transport","Duplicate Registration Certificate",10,"Bangalore","Karnataka","2015-10-12","Monday"
78342,"I Paid Rs. 1400 to Passport in Bangalore.",1400,"Passport","Passport Delivery",10,"Bangalore","Karnataka","2015-10-12","Monday"
78341,"I Paid Rs. 150 to Stamps and Registration in Bangalore.",150,"Stamps and Registration","Registration of Flat or Apartment",7,"Bangalore","Karnataka","2015-10-12","Monday"
78340,"I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration","Registration of Flat or Apartment",8,"Bangalore","Karnataka","2015-10-12","Monday"
78339,"I Paid Rs. 400 to Transport in Bangalore.",400,"Transport","Duplicate Registration Certificate",9,"Bangalore","Karnataka","2015-10-12","Monday"
78338,"I Paid Rs. 2500 to Passport in Bangalore.",2500,"Passport","New Passport Application",11,"Bangalore","Karnataka","2015-10-12","Monday"
78337,"I Paid Rs. 500 to Municipal Services in Bangalore.",500,"Municipal Services","Birth Certificate",6,"Bangalore","Karnataka","2015-10-12","Monday"
78336,"I Paid Rs. 1000 to Stamps and Registration in Bangalore.",1000,"Stamps and Registration","Registration of Flat or Apartment",7,"Bangalore","Karnataka","2015-10-12","Monday"
78335,"I Paid Rs. 200 to Transport in Bangalore.",200,"Transport","Duplicate Registration Certificate",10,"Bangalore","Karnataka","2015-10-12","Monday"
78334,"I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax","Customs Check and Clearance",9,"Bangalore","Karnataka","2015-10-12","Monday"
78333,"I Paid Rs. 500 to Transport in Bangalore.",500,"Transport","Registration of Vehicle",7,"Bangalore","Karnataka","2015-10-12","Monday"
78332,"I Paid Rs. 1200 to Income Tax in Bangalore.",1200,"Income Tax","New PAN Card",26,"Bangalore","Karnataka","2015-10-12","Monday"
78331,"I Paid Rs. 400 to Transport in Bangalore.",400,"Transport","Duplicate Registration Certificate",7,"Bangalore","Karnataka","2015-10-12","Monday"
78330,"I Paid Rs. 6000 to Transport in Bangalore.",6000,"Transport","New Domestic Driving License",7,"Bangalore","Karnataka","2015-10-12","Monday"
78329,"I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT","C Form",0,"Bangalore","Karnataka","2015-10-12","Monday"
78328,"I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT","C Form",17,"Bangalore","Karnataka","2015-10-12","Monday"
78327,"I Paid Rs. 500 to Transport in Bangalore.",500,"Transport","Duplicate Registration Certificate",7,"Bangalore","Karnataka","2015-10-12","Monday"
78326,"I Paid Rs. 400 to Transport in Bangalore.",400,"Transport","Duplicate Registration Certificate",7,"Bangalore","Karnataka","2015-10-12","Monday"
78325,"I Paid Rs. 1000 to Stamps and Registration in Bangalore.",1000,"Stamps and Registration","Registration of Flat or Apartment",0,"Bangalore","Karnataka","2015-10-12","Monday"
78324,"I Paid Rs. 1000 to Stamps and Registration in Bangalore.",1000,"Stamps and Registration","Marriage Certificate",10,"Bangalore","Karnataka","2015-10-12","Monday"
78323,"I Paid Rs. 500 to Municipal Services in Bangalore.",500,"Municipal Services","Birth Certificate",6,"Bangalore","Karnataka","2015-10-12","Monday"
78322,"I Paid Rs. 500 to Transport in Bangalore.",500,"Transport","New Domestic Driving License",0,"Bangalore","Karnataka","2015-10-12","Monday"
78321,"I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Bangalore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",4,"Bangalore","Karnataka","2015-10-12","Monday"
78320,"I Paid Rs. 500 to Transport in Bangalore.",500,"Transport","Duplicate Registration Certificate",8,"Bangalore","Karnataka","2015-10-12","Monday"
78319,"I Paid Rs. 700 to Passport in Bangalore.",700,"Passport","Police Verification for Passport",11,"Bangalore","Karnataka","2015-10-12","Monday"
78318,"I Paid Rs. 500 to Municipal Services in Bangalore.",500,"Municipal Services","Birth Certificate",6,"Bangalore","Karnataka","2015-10-12","Monday"
78317,"I Paid Rs. 1300 to Police in Bangalore.",1300,"Police","Filing FIR",13,"Bangalore","Karnataka","2015-10-12","Monday"
